Trait List,Trait Name,Benefit,Source,Name,URL
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/peg-leg/"">Peg Leg</a>","You've had to learn to deal with the pain of your injury as well, and you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves. Ever since your accident you've hated <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/animals/shark/shark"">sharks</a>, and you also gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on damage rolls against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/animals/shark/shark"">sharks</a> and other <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Animal"">animals</a> with the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Aquatic"">aquatic</a> subtype.",SAS,Peg Leg,http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/peg-leg/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/pioneer/"">Pioneer</a>","You begin play with a horse. Also, choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/climb"">Climb</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/handle-animal"">Handle Animal</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/ride"">Ride</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a>—you gain a +1 trait bonus on this skill.",KNG,Pioneer,http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/pioneer/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/reclaiming-your-roots/"">Reclaiming your Roots</a>","You begin play with one of: a piece of jewelry worth 350 gp, a masterwork weapon or armor worth no more than 350 gp, or a <a target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wands"">wand</a> containing any 1st-level spell (CL 1st) with 20 charges remaining. If you ever lose this item, you suffer a –1 penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves for 1 year due to depression at the loss.",LOF,Reclaiming your Roots,http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/reclaiming-your-roots/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/rescued/"">Rescued</a>","You gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against foes that threaten your savior as well as one of the following: <ul> <li>You gain a +2 trait bonus whenever you use cure spells to heal damage.</li> <li>You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> is a class skill for you.</li> </ul>",JRG,Rescued,http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/rescued/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/researching-the-blot/"">Researching the Blot</a>","You can use <a target=""_top"" href=""http://www.d20pfsrd.com/skills/spellcraft"">Spellcraft</a> to identify magic items in the same way you can use <a target=""_top"" href=""http://www.d20pfsrd.com/skills/spellcraft"">Spellcraft</a> to identify a <a target=""_top"" href=""http://www.d20pfsrd.com/magic-items/potions"">potion</a>. The DC to identify a magic item is equal to 20 + the item’s <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a>.",SDK,Researching the Blot,http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/researching-the-blot/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/resurrected/"">Resurrected</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against death effects. In addition, you do not die until your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> drop to a negative amount equal to or lower than your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Constitution-Con-"">Constitution</a> score + 4.",MUM,Resurrected,http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/resurrected/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/rostlander/"">River Lander</a>","Your hardy nature grants you a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves.",KNG,River Lander,http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/rostlander/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/robot-slayer/"">Robot Slayer</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against robots and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Dodge-Bonus"">dodge bonus</a> to AC against attacks made by robots.",STR,Robot Slayer,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/robot-slayer/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/ruin-raider/"">Ruin Raider</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> checks. Additionally, you gain a +4 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks made to distinguish statue-like creatures (like <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/constructs/caryatid-column"">caryatid columns</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle"">gargoyles</a> ) from actual sculptures.",STR,Ruin Raider,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/ruin-raider/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/wotr-campaign/runeborn-campaign-mythic-archmage/"">Runeborn (Campaign; Mythic [Archmage])</a>","Mythic traits are a bit more powerful than most traits—this is intentional, as these traits help to set up a character's mythic background! Mythic traits are intended for use with Mythic characters. You bear a strange birthmark on your body. You've long felt magic in your blood, and casting spells comes easily to you. Benefit You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"">concentration</a> checks.",WOR,Runeborn (Campaign; Mythic [Archmage]),http://www.d20pfsrd.com/traits/campaign-traits/wotr-campaign/runeborn-campaign-mythic-archmage/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/scouting-for-fiends/"">Scouting for Fiends</a>","Your near-obsessive hatred of all things fiendish grants you a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> made against foes you know to be evil <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a>.",SDK,Scouting for Fiends,http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/scouting-for-fiends/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/seeking-adventure/"">Seeking Adventure</a>","You begin the game with your own <a target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/wayfinder-standard"">wayfinder</a>, a loan from your venture-captain. You’ve promised to pay your venture captain 500 gp for the <a target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/wayfinder-standard"">wayfinder</a> some day, but for now it’s yours to use. A <a target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/wayfinder-standard"">wayfinder</a> is a magical compass that grants you a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Circumstance-Bonus"">circumstance bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks to avoid becoming lost, and can be commanded to emit <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/l/light"">light</a> as the spell (CL 5th) as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Standard-Actions"">standard action</a>.",LOF,Seeking Adventure,http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/seeking-adventure/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/serpent-runner/"">Serpent Runner</a>","Choose one of the following benefits: <ul> <li>Choose a specific type of armor. When wearing armor of that type, you treat its armor check penalty as if it were –1 lower.</li> <li>When fighting with two weapons, the penalty imposed on your primary weapon is reduced by 1.</li> <li>You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks to demoralize opponents.</li> </ul>",STR,Serpent Runner,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/serpent-runner/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/council-of-thieves/shadow-child/"">Shadow Child</a>","When attacking targets in areas of dim light, you do not suffer the standard 20% miss chance on attack rolls for being in the poorly lit area.",COT,Shadow Child,http://www.d20pfsrd.com/traits/campaign-traits/council-of-thieves/shadow-child/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/jenivere-crew/"">Ship's Crew</a>","Whether you joined the crew with the hope of one day captaining your own ship, as the means of paying your way to a foreign port with sweat and blood, or as a slave or indentured servant, you now call a ship home. Pick one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a>, Climb, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography), Swim, or Survival. You gain a +1 trait bonus on that skill, and that skill is always treated as a class skill for you. Characters with this trait have likely been on the ship since it departed it's original port.",SKL,Ship's Crew,http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/jenivere-crew/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/ship-s-surgeon/"">Ship's Surgeon</a>","You begin play with a fully stocked healer's kit and gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (carpentry) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> is a class skill for you.",SAS,Ship's Surgeon,http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/ship-s-surgeon/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/skymetal-smith/"">Skymetal Smith</a>","The item is nothing more than a valuable art object worth 100 gp. You can sell it to gain an additional 100 gp when creating your character, but if you keep it, your pride in its crafting grants you a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saving throws made against emotion and <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Fear"">fear</a> effects. You lose this bonus if you willingly sell or give up the item, but if it is destroyed or lost through no fault of your own, you retain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on such <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves.",STR,Skymetal Smith,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/skymetal-smith/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/sphinx-riddler/"">Sphinx Riddler</a>","Like so many others, you've come to to explore its ancient necropolis, but you've also heard that sphinxes occasionally visit a sphinx-shaped ruin in the city—perhaps you'll have the chance to meet and talk with a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listin/magical-beasts/sphinx"">sphinx</a> yourself! You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks against sphinxes, and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on any skill check to decipher a puzzle or riddle. In addition, you may choose Sphinx as one of your bonus languages.",MUM,Sphinx Riddler,http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/sphinx-riddler/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/stargazer/"">Stargazer</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> checks to identify alien monsters' abilities and weaknesses. In addition, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) checks, and this skill is a class skill for you. You are treated as if you possessed the <a target=""_top"" href=""http://www.d20pfsrd.com/classes/3rd-party-classes/louis-porter-jr-design/machinesmith/archetypes/louis-porter-jr-design-machinesmith-archetypes/technologist"">Technologist</a> feat for the purposes of resolving checks to identify an alien creature using a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> skill and for all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) checks. If you already possess the <a target=""_top"" href=""http://www.d20pfsrd.com/classes/3rd-party-classes/louis-porter-jr-design/machinesmith/archetypes/louis-porter-jr-design-machinesmith-archetypes/technologist"">Technologist</a> feat, then your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) checks increases to +3.",STR,Stargazer,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/stargazer/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/wotr-campaign/stolen-fury-campaign-mythic-champion/"">Stolen Fury (Campaign; Mythic [Champion])</a>","Mythic traits are a bit more powerful than most traits—this is intentional, as these traits help to set up a character's mythic background! Mythic traits are intended for use with Mythic characters. You were forced to take part in a demonic ritual as a youth after being captured by cultists. Whatever the ritual's purpose might have been, it didn't work out the way your captors envisioned— rather than losing your soul, you absorbed the ritual's energy and made it your own before you escaped to safety. Benefit When you face <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon"">demons</a> in combat, those energies bolster your fury, granting you a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuvers"">combat maneuver</a> checks against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon"">demons</a>.",WOR,Stolen Fury (Campaign; Mythic [Champion]),http://www.d20pfsrd.com/traits/campaign-traits/wotr-campaign/stolen-fury-campaign-mythic-champion/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/stowaway/"">Stowaway</a>",You gain a +1 trait bonus on Stealth checks and Survival checks to find food.,SKL,Stowaway,http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/stowaway/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/student-survivalist/"">Student Survivalist</a>","You gain a +2 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> is a class skill for you. In addition, you gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against foes that threaten your mentor.",JRG,Student Survivalist,http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/student-survivalist/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/subject-of-study/"">Subject of Study</a>","Choose a non-<a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoid</a> <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types"">creature type</a> (and subtype if outsider). You gain a +1 bonus on damage rolls against creatures of this type.",CCR,Subject of Study,http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/subject-of-study/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/sword-scion/"">Sword Scion</a>","You begin play with a <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/longsword"">longsword</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/sword-dueling"">dueling sword</a> and gain a +1 trait bonus on all attacks and <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuvers"">combat maneuvers</a> made with such weapons.",KNG,Sword Scion,http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/sword-scion/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/teacher-s-pet/"">Teacher’s Pet</a>","You gain a +2 trait bonus to one <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> skill of your choosing and consider it a class skill.",CCR,Teacher’s Pet,http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/teacher-s-pet/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/technical-archaeologist/"">Technical Archaeologist</a>","You gain an additional language. In addition, you possess a knack for technological items; when you use a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/other-rules/timeworn-technology-glitches"">timeworn technological item</a>, roll twice when determining any glitches the item might cause and choose which result to use as your actual result. Talk to your GM for more information about resolving glitches.",STR,Technical Archaeologist,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/technical-archaeologist/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/council-of-thieves/the-pathfinder-s-exile/"">The Pathfinder's Exile</a>","You have a battered and tarnished, yet still functional wayfinder . You’ve promised yourself to pay back your unknown contact the 500 gp cost of the item someday, but until then, it’s yours to use. A wayfinder is a magical compass that grants you a +2 circumstance bonus on Survival checks to avoid becoming lost, and can be commanded to emit light as the spell (CL 5th) as a standard action.",COT,The Pathfinder's Exile,http://www.d20pfsrd.com/traits/campaign-traits/council-of-thieves/the-pathfinder-s-exile/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/wotr-campaign/touched-by-divinity-campaign-mythic-hierophant/"">Touched by Divinity (Campaign; Mythic [Hierophant])</a>","Mythic traits are a bit more powerful than most traits—this is intentional, as these traits help to set up a character's mythic background! Mythic traits are intended for use with Mythic characters. As long as you can remember, you've had an unexplainable interest in one deity in particular. One of your parents might have been a priest of the deity, but even this can't explain your deep connection to the faith. You begin play with a silver <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/tools-and-skill-kits#TOC-Holy-Symbol-Silver-or-Wooden"">holy symbol</a> of your chosen deity for free. In addition, choose one domain associated with your chosen deity. Benefit You gain the use of that domain's 1st-level domain spell as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a> usable once per day (CL equals your character level).",WOR,Touched by Divinity (Campaign; Mythic [Hierophant]),http://www.d20pfsrd.com/traits/campaign-traits/wotr-campaign/touched-by-divinity-campaign-mythic-hierophant/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/touched-by-the-sea/"">Touched by the Sea</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> is a class skill for you. In addition, penalties on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> made underwater are lessened by 1.",SAS,Touched by the Sea,http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/touched-by-the-sea/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/issian/"">Tough Minded</a>","You gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves made to resist mind-affecting effects.",KNG,Tough Minded,http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/issian/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/trap-finder/"">Trap Finder</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disable-device"">Disable Device</a> checks, and that skill is always a class skill for you. In addition, you can use <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disable-device"">Disable Device</a> to disarm magic traps, like a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/rogue"">rogue</a>.",MUM,Trap Finder,http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/trap-finder/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/undead-crusader/"">Undead Crusader</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on damage rolls against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> creatures. In addition, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks, and that skill is always a class skill for you.",MUM,Undead Crusader,http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/undead-crusader/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/unhappy-childhood/"">Unhappy Childhood</a>","You spent a period of time enslaved by a crimelord. Tortured: The crimelord tortured you and left you for dead on a garbage heap after you made one too many errors. Your scars and memories have honed your reaction speed and make you rather jumpy. You gain a +1 bonus on Reflex saves. Religious: You found a holy symbol of the god you worship today while on a job for the crimelord and, intrigued by it, you snuck off to attend services. When he found out, he beat you to within an inch of your life and broke your holy symbol. Your faith let you block out the pain, and you escaped his control and took shelter in the church, where you spent the rest of your youth. You gain a +2 bonus on Concentration checks.",CCT,Unhappy Childhood,http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/unhappy-childhood/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/younger-sibling/"">Younger Sibling</a>","You gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against foes that threaten your older sibling as well as one of the following: <p style=""margin-left:40px"">You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saving throws. </p><p style=""margin-left:40px"">You gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws. </p><p style=""margin-left:40px"">If you’re the younger sibling of a specifict NPC (consult your GM), your quick reflexes give you a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Reflex"">Reflex</a> saving throws. Note : Although you’re a younger sibling of an established NPC, this doesn’t necessarily lock you in to being the same race as that NPC—if you’re a different race or ethnicity than the NPC you choose as your older sister or brother, you were adopted into the family by your parents.</p>",JRG,Younger Sibling,http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/younger-sibling/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/absolute-loyalty/"">Absolute Loyalty</a>","You gain the one-time ability to immediately cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/a/atonement"">atonement</a> upon yourself as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a> upon performing an act or being subjected to an effect that spell affects. This ability can only be used while you are acting in the service of your liege (an individual of higher social standing chosen when you take this feat).",KIS,Absolute Loyalty,http://www.d20pfsrd.com/traits/combat-traits/absolute-loyalty/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/accelerated-drinker/"">Accelerated Drinker</a>",You may drink a potion as a move action instead of a standard action as long as you start your turn with the potion in your hand.,CED,Accelerated Drinker,http://www.d20pfsrd.com/traits/combat-traits/accelerated-drinker/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/alert/"">Alert</a>","Once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Free-Actions"">free action</a>, you can take 10 on your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Initiative"">initiative</a> check.",PST,Alert,http://www.d20pfsrd.com/traits/combat-traits/alert/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/ambush-training/"">Ambush Training</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Initiative"">initiative</a> checks and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on weapon damage rolls during any <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round in which you act.",PSP,Ambush Training,http://www.d20pfsrd.com/traits/combat-traits/ambush-training/
